Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Wilson County, TN",47189,Intentional self-harm by other and unspecified firearm discharge,X74,13,140625,Unreliable
,"Bell County, TX",48027,"Intentional self-harm by hanging, strangulation and suffocation",X70,14,355642,Unreliable
,"Bell County, TX",48027,Intentional self-harm by other and unspecified firearm discharge,X74,36,355642,10.1
,"Bexar County, TX",48029,"Intentional self-harm by hanging, strangulation and suffocation",X70,83,1986049,4.2
,"Bexar County, TX",48029,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,18,1986049,Unreliable
,"Bexar County, TX",48029,Intentional self-harm by other and unspecified firearm discharge,X74,131,1986049,6.6
,"Brazoria County, TX",48039,"Intentional self-harm by hanging, strangulation and suffocation",X70,16,370200,Unreliable
,"Brazoria County, TX",48039,Intentional self-harm by other and unspecified firearm discharge,X74,20,370200,5.4
,"Cameron County, TX",48061,"Intentional self-harm by hanging, strangulation and suffocation",X70,18,423908,Unreliable
,"Cameron County, TX",48061,Intentional self-harm by other and unspecified firearm discharge,X74,12,423908,Unreliable
,"Collin County, TX",48085,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,1005146,Unreliable
,"Collin County, TX",48085,"Intentional self-harm by hanging, strangulation and suffocation",X70,31,1005146,3.1
,"Collin County, TX",48085,Intentional self-harm by handgun discharge,X72,27,1005146,2.7
,"Collin County, TX",48085,Intentional self-harm by other and unspecified firearm discharge,X74,26,1005146,2.6
,"Dallas County, TX",48113,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,19,2637772,Unreliable
,"Dallas County, TX",48113,"Intentional self-harm by hanging, strangulation and suffocation",X70,84,2637772,3.2
,"Dallas County, TX",48113,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,15,2637772,Unreliable
,"Dallas County, TX",48113,Intentional self-harm by other and unspecified firearm discharge,X74,146,2637772,5.5
,"Denton County, TX",48121,"Intentional self-harm by hanging, strangulation and suffocation",X70,21,859064,2.4
,"Denton County, TX",48121,Intentional self-harm by other and unspecified firearm discharge,X74,41,859064,4.8
,"Ector County, TX",48135,"Intentional self-harm by hanging, strangulation and suffocation",X70,10,162124,Unreliable
,"Ector County, TX",48135,Intentional self-harm by other and unspecified firearm discharge,X74,12,162124,Unreliable
,"Ellis County, TX",48139,"Intentional self-harm by hanging, strangulation and suffocation",X70,10,179436,Unreliable
,"Ellis County, TX",48139,Intentional self-harm by other and unspecified firearm discharge,X74,14,179436,Unreliable
,"El Paso County, TX",48141,"Intentional self-harm by hanging, strangulation and suffocation",X70,31,840758,3.7
,"El Paso County, TX",48141,Intentional self-harm by other and unspecified firearm discharge,X74,39,840758,4.6
,"Fort Bend County, TX",48157,"Intentional self-harm by hanging, strangulation and suffocation",X70,27,787858,3.4
,"Fort Bend County, TX",48157,Intentional self-harm by handgun discharge,X72,30,787858,3.8
,"Fort Bend County, TX",48157,Intentional self-harm by other and unspecified firearm discharge,X74,19,787858,Unreliable
,"Galveston County, TX",48167,Intentional self-harm by other and unspecified firearm discharge,X74,32,337890,9.5
,"Grayson County, TX",48181,Intentional self-harm by other and unspecified firearm discharge,X74,10,133991,Unreliable
,"Guadalupe County, TX",48187,Intentional self-harm by other and unspecified firearm discharge,X74,10,163694,Unreliable
,"Harris County, TX",48201,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,32,4698619,0.7
,"Harris County, TX",48201,"Intentional self-harm by hanging, strangulation and suffocation",X70,125,4698619,2.7
,"Harris County, TX",48201,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,23,4698619,0.5
,"Harris County, TX",48201,Intentional self-harm by other and unspecified firearm discharge,X74,241,4698619,5.1
,"Harris County, TX",48201,Intentional self-harm by jumping from a high place,X80,15,4698619,Unreliable
,"Hays County, TX",48209,Intentional self-harm by other and unspecified firearm discharge,X74,13,222631,Unreliable
,"Henderson County, TX",48213,Intentional self-harm by other and unspecified firearm discharge,X74,12,82299,Unreliable
,"Hidalgo County, TX",48215,"Intentional self-harm by hanging, strangulation and suffocation",X70,21,865939,2.4
,"Hidalgo County, TX",48215,Intentional self-harm by other and unspecified firearm discharge,X74,15,865939,Unreliable
,"Hood County, TX",48221,Intentional self-harm by other and unspecified firearm discharge,X74,11,60537,Unreliable
,"Jefferson County, TX",48245,"Intentional self-harm by hanging, strangulation and suffocation",X70,10,255001,Unreliable
,"Jefferson County, TX",48245,Intentional self-harm by other and unspecified firearm discharge,X74,19,255001,Unreliable
,"Johnson County, TX",48251,Intentional self-harm by other and unspecified firearm discharge,X74,18,171361,Unreliable
,"Kaufman County, TX",48257,Intentional self-harm by other and unspecified firearm discharge,X74,16,128622,Unreliable
,"Kerr County, TX",48265,Intentional self-harm by other and unspecified firearm discharge,X74,14,52405,Unreliable
,"Lubbock County, TX",48303,"Intentional self-harm by hanging, strangulation and suffocation",X70,16,307412,Unreliable
,"Lubbock County, TX",48303,Intentional self-harm by other and unspecified firearm discharge,X74,24,307412,7.8
,"McLennan County, TX",48309,"Intentional self-harm by hanging, strangulation and suffocation",X70,10,254607,Unreliable
,"McLennan County, TX",48309,Intentional self-harm by other and unspecified firearm discharge,X74,21,254607,8.2
,"Midland County, TX",48329,Intentional self-harm by other and unspecified firearm discharge,X74,15,172578,Unreliable
,"Montgomery County, TX",48339,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,590925,Unreliable
,"Montgomery County, TX",48339,"Intentional self-harm by hanging, strangulation and suffocation",X70,20,590925,3.4
,"Montgomery County, TX",48339,Intentional self-harm by other and unspecified firearm discharge,X74,45,590925,7.6
,"Nacogdoches County, TX",48347,Intentional self-harm by other and unspecified firearm discharge,X74,11,65711,Unreliable
,"Nueces County, TX",48355,"Intentional self-harm by hanging, strangulation and suffocation",X70,20,362265,5.5
,"Nueces County, TX",48355,Intentional self-harm by other and unspecified firearm discharge,X74,31,362265,8.6
,"Orange County, TX",48361,Intentional self-harm by other and unspecified firearm discharge,X74,10,83572,Unreliable
,"Parker County, TX",48367,Intentional self-harm by other and unspecified firearm discharge,X74,16,138371,Unreliable
,"Polk County, TX",48373,Intentional self-harm by other and unspecified firearm discharge,X74,11,50031,Unreliable
,"Potter County, TX",48375,"Intentional self-harm by hanging, strangulation and suffocation",X70,16,119648,Unreliable
,"Potter County, TX",48375,Intentional self-harm by other and unspecified firearm discharge,X74,13,119648,Unreliable
,"Randall County, TX",48381,Intentional self-harm by other and unspecified firearm discharge,X74,19,136271,Unreliable
,"Rockwall County, TX",48397,Intentional self-harm by other and unspecified firearm discharge,X74,11,100657,Unreliable
,"Smith County, TX",48423,Intentional self-harm by other and unspecified firearm discharge,X74,29,230221,12.6
,"Tarrant County, TX",48439,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,15,2084931,Unreliable
,"Tarrant County, TX",48439,"Intentional self-harm by hanging, strangulation and suffocation",X70,72,2084931,3.5
,"Tarrant County, TX",48439,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,17,2084931,Unreliable
,"Tarrant County, TX",48439,Intentional self-harm by other and unspecified firearm discharge,X74,156,2084931,7.5
,"Tom Green County, TX",48451,Intentional self-harm by other and unspecified firearm discharge,X74,12,118189,Unreliable
,"Travis County, TX",48453,"Intentional self-harm by hanging, strangulation and suffocation",X70,50,1248743,4.0
,"Travis County, TX",48453,Intentional self-harm by handgun discharge,X72,25,1248743,2.0
,"Travis County, TX",48453,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,10,1248743,Unreliable
,"Travis County, TX",48453,Intentional self-harm by other and unspecified firearm discharge,X74,32,1248743,2.6
,"Wichita County, TX",48485,"Intentional self-harm by hanging, strangulation and suffocation",X70,15,132064,Unreliable
,"Wichita County, TX",48485,Intentional self-harm by other and unspecified firearm discharge,X74,10,132064,Unreliable
,"Williamson County, TX",48491,"Intentional self-harm by hanging, strangulation and suffocation",X70,22,566719,3.9
,"Williamson County, TX",48491,Intentional self-harm by other and unspecified firearm discharge,X74,35,566719,6.2
,"Davis County, UT",49011,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11,351713,Unreliable
,"Davis County, UT",49011,"Intentional self-harm by hanging, strangulation and suffocation",X70,16,351713,Unreliable
,"Davis County, UT",49011,Intentional self-harm by handgun discharge,X72,13,351713,Unreliable
,"Davis County, UT",49011,Intentional self-harm by other and unspecified firearm discharge,X74,15,351713,Unreliable
,"Salt Lake County, UT",49035,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,17,1152633,Unreliable
,"Salt Lake County, UT",49035,Intentional self-poisoning by and exposure to other gases and vapours,X67,14,1152633,Unreliable
,"Salt Lake County, UT",49035,"Intentional self-harm by hanging, strangulation and suffocation",X70,69,1152633,6.0
,"Salt Lake County, UT",49035,Intentional self-harm by handgun discharge,X72,67,1152633,5.8
,"Salt Lake County, UT",49035,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,13,1152633,Unreliable
,"Salt Lake County, UT",49035,Intentional self-harm by other and unspecified firearm discharge,X74,42,1152633,3.6
,"Utah County, UT",49049,"Intentional self-harm by hanging, strangulation and suffocation",X70,24,622213,3.9
,"Utah County, UT",49049,Intentional self-harm by handgun discharge,X72,24,622213,3.9
,"Utah County, UT",49049,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,10,622213,Unreliable
,"Utah County, UT",49049,Intentional self-harm by other and unspecified firearm discharge,X74,19,622213,Unreliable
,"Weber County, UT",49057,"Intentional self-harm by hanging, strangulation and suffocation",X70,19,256359,Unreliable
,"Weber County, UT",49057,Intentional self-harm by handgun discharge,X72,19,256359,Unreliable
,"Weber County, UT",49057,Intentional self-harm by other and unspecified firearm discharge,X74,14,256359,Unreliable
,"Chittenden County, VT",50007,Intentional self-harm by handgun discharge,X72,10,164572,Unreliable
,"Chesterfield County, VA",51041,"Intentional self-harm by hanging, strangulation and suffocation",X70,11,348556,Unreliable
,"Chesterfield County, VA",51041,Intentional self-harm by handgun discharge,X72,13,348556,Unreliable
,"Chesterfield County, VA",51041,Intentional self-harm by other and unspecified firearm discharge,X74,11,348556,Unreliable
,"Fairfax County, VA",51059,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,1150795,Unreliable
,"Fairfax County, VA",51059,"Intentional self-harm by hanging, strangulation and suffocation",X70,42,1150795,3.6
,"Fairfax County, VA",51059,Intentional self-harm by other and unspecified firearm discharge,X74,30,1150795,2.6
,"Loudoun County, VA",51107,Intentional self-harm by other and unspecified firearm discharge,X74,11,406850,Unreliable
,"Pittsylvania County, VA",51143,Intentional self-harm by other and unspecified firearm discharge,X74,10,60949,Unreliable
,"Prince William County, VA",51153,"Intentional self-harm by hanging, strangulation and suffocation",X70,13,468011,Unreliable
,"Prince William County, VA",51153,Intentional self-harm by other and unspecified firearm discharge,X74,19,468011,Unreliable
,"Chesapeake city, VA",51550,Intentional self-harm by handgun discharge,X72,11,242634,Unreliable
,"Newport News city, VA",51700,"Intentional self-harm by hanging, strangulation and suffocation",X70,10,178626,Unreliable
,"Newport News city, VA",51700,Intentional self-harm by handgun discharge,X72,10,178626,Unreliable
,"Norfolk city, VA",51710,Intentional self-harm by other and unspecified firearm discharge,X74,10,244076,Unreliable
,"Roanoke city, VA",51770,Intentional self-harm by other and unspecified firearm discharge,X74,10,99920,Unreliable
,"Virginia Beach city, VA",51810,"Intentional self-harm by hanging, strangulation and suffocation",X70,15,450189,Unreliable
,"Virginia Beach city, VA",51810,Intentional self-harm by handgun discharge,X72,25,450189,5.6
,"Virginia Beach city, VA",51810,Intentional self-harm by other and unspecified firearm discharge,X74,15,450189,Unreliable
,"Benton County, WA",53005,"Intentional self-harm by hanging, strangulation and suffocation",X70,12,201877,Unreliable
,"Benton County, WA",53005,Intentional self-harm by other and unspecified firearm discharge,X74,10,201877,Unreliable
,"Clallam County, WA",53009,Intentional self-harm by other and unspecified firearm discharge,X74,15,76737,Unreliable
,"Clark County, WA",53011,"Intentional self-harm by hanging, strangulation and suffocation",X70,25,481857,5.2
,"Clark County, WA",53011,Intentional self-harm by handgun discharge,X72,29,481857,6.0
,"King County, WA",53033,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,12,2233163,Unreliable
,"King County, WA",53033,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,26,2233163,1.2
,"King County, WA",53033,Intentional self-poisoning by and exposure to other gases and vapours,X67,17,2233163,Unreliable
,"King County, WA",53033,"Intentional self-harm by hanging, strangulation and suffocation",X70,80,2233163,3.6
,"King County, WA",53033,Intentional self-harm by handgun discharge,X72,84,2233163,3.8
,"King County, WA",53033,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,23,2233163,1.0
,"King County, WA",53033,Intentional self-harm by jumping from a high place,X80,19,2233163,Unreliable
,"King County, WA",53033,Intentional self-harm by jumping or lying before moving object,X81,10,2233163,Unreliable
,"Kitsap County, WA",53035,"Intentional self-harm by hanging, strangulation and suffocation",X70,11,269805,Unreliable
,"Kitsap County, WA",53035,Intentional self-harm by handgun discharge,X72,17,269805,Unreliable
,"Lewis County, WA",53041,Intentional self-harm by other and unspecified firearm discharge,X74,10,79604,Unreliable
,"Pierce County, WA",53053,"Intentional self-harm by hanging, strangulation and suffocation",X70,37,891299,4.2
,"Pierce County, WA",53053,Intentional self-harm by handgun discharge,X72,64,891299,7.2
,"Pierce County, WA",53053,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,13,891299,Unreliable
,"Skagit County, WA",53057,Intentional self-harm by handgun discharge,X72,12,128206,Unreliable
,"Snohomish County, WA",53061,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,814901,Unreliable
,"Snohomish County, WA",53061,"Intentional self-harm by hanging, strangulation and suffocation",X70,36,814901,4.4
,"Snohomish County, WA",53061,Intentional self-harm by handgun discharge,X72,37,814901,4.5
,"Snohomish County, WA",53061,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,12,814901,Unreliable
,"Spokane County, WA",53063,"Intentional self-harm by hanging, strangulation and suffocation",X70,30,514631,5.8
,"Spokane County, WA",53063,Intentional self-harm by handgun discharge,X72,29,514631,5.6
,"Spokane County, WA",53063,Intentional self-harm by other and unspecified firearm discharge,X74,16,514631,Unreliable
,"Thurston County, WA",53067,Intentional self-harm by handgun discharge,X72,18,286419,Unreliable
,"Whatcom County, WA",53073,"Intentional self-harm by hanging, strangulation and suffocation",X70,10,225685,Unreliable
,"Whatcom County, WA",53073,Intentional self-harm by handgun discharge,X72,24,225685,10.6
,"Yakima County, WA",53077,"Intentional self-harm by hanging, strangulation and suffocation",X70,10,251446,Unreliable
,"Yakima County, WA",53077,Intentional self-harm by other and unspecified firearm discharge,X74,18,251446,Unreliable
,"Berkeley County, WV",54003,Intentional self-harm by other and unspecified firearm discharge,X74,12,117123,Unreliable
,"Kanawha County, WV",54039,Intentional self-harm by handgun discharge,X72,14,180454,Unreliable
,"Kanawha County, WV",54039,Intentional self-harm by other and unspecified firearm discharge,X74,18,180454,Unreliable
,"Brown County, WI",55009,"Intentional self-harm by hanging, strangulation and suffocation",X70,12,263378,Unreliable
,"Dane County, WI",55025,"Intentional self-harm by hanging, strangulation and suffocation",X70,21,542364,3.9
,"Dane County, WI",55025,Intentional self-harm by handgun discharge,X72,24,542364,4.4
,"Dane County, WI",55025,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,12,542364,Unreliable
,"La Crosse County, WI",55063,"Intentional self-harm by hanging, strangulation and suffocation",X70,11,118230,Unreliable
,"Marathon County, WI",55073,Intentional self-harm by handgun discharge,X72,10,135428,Unreliable
,"Milwaukee County, WI",55079,"Intentional self-harm by hanging, strangulation and suffocation",X70,40,948201,4.2
,"Milwaukee County, WI",55079,Intentional self-harm by handgun discharge,X72,46,948201,4.9
,"Outagamie County, WI",55087,Intentional self-harm by handgun discharge,X72,14,187365,Unreliable
,"Racine County, WI",55101,"Intentional self-harm by hanging, strangulation and suffocation",X70,10,196584,Unreliable
,"Rock County, WI",55105,"Intentional self-harm by hanging, strangulation and suffocation",X70,13,163129,Unreliable
,"Washington County, WI",55131,Intentional self-harm by handgun discharge,X72,11,135693,Unreliable
,"Waukesha County, WI",55133,"Intentional self-harm by hanging, strangulation and suffocation",X70,18,403072,Unreliable
,"Waukesha County, WI",55133,Intentional self-harm by handgun discharge,X72,17,403072,Unreliable
,"Winnebago County, WI",55139,"Intentional self-harm by hanging, strangulation and suffocation",X70,10,171020,Unreliable
,"Winnebago County, WI",55139,Intentional self-harm by handgun discharge,X72,12,171020,Unreliable
,"Laramie County, WY",56021,Intentional self-harm by handgun discharge,X72,17,98976,Unreliable
,"Natrona County, WY",56025,Intentional self-harm by other and unspecified firearm discharge,X74,19,79115,Unreliable
---,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2020",,,,,,,
Query Parameters:,,,,,,,
ICD-10 Codes: F20.4 (Post-schizophrenic depression); F32.3 (Severe depressive episode with psychotic symptoms); F60.3,,,,,,,
(Emotionally unstable personality disorder); U03.0 (Terrorism involving explosions and fragments); U03.9 (Terrorism by other and,,,,,,,
unspecified means); X60-X84 (Intentional self-harm),,,,,,,
Year/Month: 2018,,,,,,,
Group By: County; Cause of death,,,,,,,
Show Totals: Disabled,,,,,,,
Show Zero Values: Disabled,,,,,,,
Show Suppressed: False,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,
---,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,
---,,,,,,,
"Query Date: Apr 3, 2023 6:42:25 PM",,,,,,,
---,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,,,
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,",,,,,,,
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative",,,,,,,
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Apr 3, 2023 6:42:25 PM",,,,,,,
---,,,,,,,
Messages:,,,,,,,
"1. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will",,,,,,,
not be available.,,,,,,,
---,,,,,,,
Footnotes:,,,,,,,
1. Data are not available for this area for all of the requested years. See Caveats below for more information.,,,,,,,
---,,,,,,,
Caveats:,,,,,,,
"1. Data for Prince of Wales-Outer Ketchikan Census Area, AK (FIPS code 02201), Skagway-Hoonah-Angoon Census Area, AK (FIPS code",,,,,,,
"02232) and Wrangell-Petersburg Census Area, AK (FIPS code 02280) are only available for 2013 and earlier; for computational",,,,,,,
"purposes, counts and population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year",,,,,,,
"requests for this entity do not include any data for years after 2013, only data for 2013 and earlier. More information:",,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014.,,,,,,,
"2. Data for Bedford city, Va. (FIPS code 51515) are only available for 2013 and earlier; for computational purposes, counts and",,,,,,,
"population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year requests for this entity do",,,,,,,
"not include any data for years after 2014, only data for 2013 and earlier. More information:",,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Bedford.,,,,,,,
"3. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death",,,,,,,
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code",,,,,,,
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;",,,,,,,
for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge.,,,,,,,
"4. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510).",,,,,,,
5. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code,,,,,,,
24005).,,,,,,,
6. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189).,,,,,,,
7. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,
"8. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020",,,,,,,
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the",,,,,,,
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for",,,,,,,
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS",,,,,,,
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the",,,,,,,
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race",,,,,,,
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The",,,,,,,
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal",,,,,,,
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident",,,,,,,
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are",,,,,,,
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,",,,,,,,
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012",,,,,,,
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July",,,,,,,
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010",,,,,,,
are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident,,,,,,,
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population",,,,,,,
figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1,,,,,,,
estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population,,,,,,,
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which",,,,,,,
were available at the time of release.,,,,,,,
9. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group.,,,,,,,
"10. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99",,,,,,,
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences",,,,,,,
in information available to individual states and probable errors. Caution should be used in interpreting these data. More,,,,,,,
information can be found at: https://www.cdc.gov/nchs/maternal-mortality/.,,,,,,,
"11. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March",,,,,,,
"4, 2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,",,,,,,,
Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the,,,,,,,
2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and,,,,,,,
"unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,",,,,,,,
2020.,,,,,,,
12. Changes to cause of death classification affect reporting trends. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes.,,,,,,,
